Date,Open,High,Low,Close,Volume
12/24/2013,0.65,0.65,0.62,0.63,38106
12/23/2013,0.62,0.64,0.6,0.63,28770
12/20/2013,0.6,0.6,0.6,0.6,55950
12/19/2013,0.6,0.6,0.6,0.6,3230
12/18/2013,0.63,0.63,0.6,0.6,10814
12/16/2013,0.55,0.6,0.55,0.6,3933
12/13/2013,0.54,0.54,0.51,0.51,32433
12/12/2013,0.53,0.53,0.5,0.52,151184
12/9/2013,0.51,0.51,0.5,0.5,15177
12/6/2013,0.5,0.53,0.5,0.51,44100
12/5/2013,0.5,0.5,0.47,0.47,13073
12/4/2013,0.57,0.58,0.5,0.5,52900
12/3/2013,0.54,0.54,0.54,0.54,2000
12/2/2013,0.55,0.62,0.52,0.52,144020
11/27/2013,0.58,0.58,0.51,0.51,5927
11/26/2013,0.53,0.57,0.5,0.55,60000
11/25/2013,0.57,0.64,0.5,0.5,190284
11/21/2013,0.42,0.5,0.42,0.46,4100
11/20/2013,0.5,0.5,0.4,0.46,10682
11/19/2013,0.54,0.54,0.5,0.5,10700
11/18/2013,0.5,0.54,0.48,0.53,40400
11/15/2013,0.56,0.58,0.55,0.55,30500
11/14/2013,0.56,0.56,0.55,0.55,4500
11/7/2013,0.7,0.7,0.7,0.7,500
11/4/2013,0.7,0.74,0.56,0.56,5500
10/30/2013,0.63,0.65,0.63,0.64,18780
10/29/2013,0.62,0.63,0.62,0.62,17000
10/28/2013,0.7,0.7,0.59,0.59,18000
10/23/2013,0.7,0.7,0.7,0.7,6460
10/22/2013,0.7,0.7,0.69,0.69,1900
10/21/2013,0.64,0.64,0.64,0.64,6422
10/17/2013,0.68,0.68,0.58,0.58,7055
10/16/2013,0.7,0.7,0.67,0.68,15669
10/15/2013,0.66,0.66,0.66,0.66,4900
10/14/2013,0.65,0.65,0.65,0.65,1250
10/11/2013,0.5,0.7,0.5,0.57,144314
10/9/2013,0.5,0.5,0.5,0.5,17500
10/8/2013,0.5,0.5,0.5,0.5,2500
10/7/2013,0.55,0.55,0.5,0.5,6000
10/2/2013,0.5,0.51,0.5,0.51,29000
10/1/2013,0.47,0.47,0.47,0.47,146
9/25/2013,0.5,0.5,0.5,0.5,10000
9/24/2013,0.5,0.5,0.42,0.42,78542
9/23/2013,0.5,0.5,0.5,0.5,30064
9/19/2013,0.47,0.5,0.47,0.5,20400
9/13/2013,0.45,0.45,0.45,0.45,455
9/12/2013,0.5,0.5,0.5,0.5,4000
9/11/2013,0.5,0.5,0.5,0.5,25000
9/9/2013,0.5,0.5,0.5,0.5,5231
9/6/2013,0.5,0.5,0.5,0.5,3000
9/5/2013,0.47,0.47,0.47,0.47,4200
9/3/2013,0.5,0.5,0.5,0.5,19150
8/28/2013,0.5,0.5,0.5,0.5,1000
8/27/2013,0.5,0.5,0.5,0.5,10000
8/26/2013,0.5,0.53,0.5,0.5,12500
8/23/2013,0.5,0.5,0.5,0.5,6000
8/22/2013,0.55,0.55,0.55,0.55,1913
8/21/2013,0.45,0.45,0.45,0.45,15196
8/20/2013,0.5,0.5,0.45,0.45,5500
8/19/2013,0.5,0.5,0.5,0.5,5200
8/16/2013,0.6,0.6,0.5,0.5,14000
8/15/2013,0.65,0.7,0.65,0.65,2700
8/14/2013,0.52,0.52,0.52,0.52,1087
8/13/2013,0.57,0.57,0.55,0.55,3550
8/12/2013,0.6,0.6,0.6,0.6,1650
8/9/2013,0.67,0.67,0.65,0.65,6000
8/7/2013,0.68,0.7,0.68,0.7,3500
8/6/2013,0.65,0.65,0.65,0.65,2100
7/31/2013,0.62,0.7,0.62,0.7,21765
7/30/2013,0.6,0.6,0.6,0.6,4974
7/29/2013,0.6,0.6,0.6,0.6,4000
7/26/2013,0.7,0.7,0.6,0.6,8700
7/25/2013,0.7,0.7,0.7,0.7,4100
7/24/2013,0.9,0.9,0.68,0.68,4500
7/23/2013,0.6,0.6,0.6,0.6,15400
7/22/2013,0.6,0.65,0.6,0.6,40500
7/19/2013,0.7,0.7,0.65,0.65,14000
7/17/2013,0.7,0.7,0.5,0.52,141981
7/11/2013,0.95,0.95,0.95,0.95,1334
7/10/2013,0.95,0.98,0.95,0.98,6450
7/5/2013,0.94,0.95,0.94,0.95,9631
7/3/2013,0.92,0.94,0.92,0.94,6369
6/24/2013,0.9,0.9,0.9,0.9,600
6/21/2013,0.54,0.9,0.54,0.9,2100
6/12/2013,0.9,0.9,0.9,0.9,100
6/11/2013,0.9,0.9,0.9,0.9,4500
6/6/2013,0.89,0.9,0.89,0.9,4500
5/28/2013,1,1,1,1,150
5/24/2013,0.99,0.99,0.99,0.99,566
5/13/2013,0.98,0.98,0.98,0.98,182
5/3/2013,0.85,0.85,0.85,0.85,650
5/2/2013,1,1,1,1,20000
4/29/2013,1,1,1,1,2000
4/26/2013,0.99,1,0.99,1,10320
4/17/2013,0.96,1,0.96,1,6100
4/16/2013,0.94,0.95,0.94,0.95,9200
4/12/2013,0.95,0.95,0.95,0.95,1500
4/11/2013,0.65,0.7,0.65,0.7,7070
4/10/2013,0.58,0.58,0.58,0.58,23000
4/9/2013,0.51,0.51,0.51,0.51,6000
4/8/2013,0.51,0.51,0.51,0.51,6000
3/28/2013,0.5,0.5,0.5,0.5,6000
3/25/2013,0.48,0.48,0.48,0.48,6200
3/18/2013,0.43,0.43,0.43,0.43,11627
3/8/2013,0.45,0.45,0.43,0.43,14394
3/5/2013,0.44,0.44,0.44,0.44,2500
2/26/2013,0.4,0.4,0.4,0.4,54750
2/22/2013,0.4,0.4,0.4,0.4,20000
2/21/2013,0.4,0.4,0.4,0.4,11000
2/20/2013,0.4,0.4,0.4,0.4,8000
2/19/2013,0.4,0.4,0.4,0.4,8600
2/15/2013,0.38,0.38,0.38,0.38,2610
2/13/2013,0.38,0.38,0.38,0.38,2500
2/12/2013,0.38,0.38,0.38,0.38,5000
2/11/2013,0.4,0.4,0.4,0.4,1000
2/8/2013,0.4,0.4,0.4,0.4,2000
2/7/2013,0.36,0.4,0.36,0.36,21000
2/6/2013,0.36,0.36,0.36,0.36,7400
2/1/2013,0.45,0.45,0.45,0.45,2000
1/25/2013,0.4,0.4,0.35,0.35,27213
1/24/2013,0.34,0.4,0.34,0.4,20485
1/23/2013,0.32,0.32,0.32,0.32,4000
1/22/2013,0.3,0.39,0.3,0.39,13500
1/18/2013,0.35,0.4,0.3,0.4,17300
1/17/2013,0.29,0.34,0.29,0.29,34850
1/16/2013,0.22,0.29,0.22,0.29,44418
1/15/2013,0.45,0.49,0.21,0.21,48147
1/14/2013,0.27,0.27,0.27,0.27,1000
1/11/2013,0.28,0.45,0.28,0.45,15758
1/10/2013,0.25,0.25,0.25,0.25,5000
1/9/2013,0.25,0.28,0.25,0.25,10891
1/8/2013,0.29,0.29,0.25,0.25,12000
1/7/2013,0.15,0.45,0.15,0.39,1090
1/4/2013,0.45,0.45,0.45,0.45,1000
12/28/2012,0.51,0.51,0.51,0.51,500
12/26/2012,0.27,0.27,0.27,0.27,755
12/24/2012,0.44,0.44,0.44,0.44,1500
12/21/2012,0.45,0.5,0.45,0.5,10600
12/20/2012,0.4,0.4,0.4,0.4,72500
12/19/2012,0.4,0.75,0.4,0.75,7125
12/17/2012,1,1,1,1,1000
12/13/2012,0.25,0.25,0.25,0.25,133
12/5/2012,0.6,0.6,0.5,0.5,7800
12/4/2012,0.6,0.6,0.6,0.6,182
11/30/2012,1,1,1,1,800
10/23/2012,1.01,1.01,1,1,2100
10/16/2012,1.07,1.3,1.07,1.3,891
10/15/2012,1.1,1.1,1.1,1.1,455
9/27/2012,1.35,1.35,1.35,1.35,2800
9/21/2012,1.35,1.35,1.35,1.35,1000
9/6/2012,1.35,1.35,1.35,1.35,5200
9/5/2012,1.35,1.35,1.35,1.35,1000
9/4/2012,1.35,1.35,1.35,1.35,100
8/31/2012,1.1,1.1,1.01,1.1,2139
8/20/2012,1.01,1.01,1,1,1000
8/17/2012,1.01,1.01,1.01,1.01,1000
8/16/2012,1.01,1.01,1.01,1.01,2000
8/15/2012,1.01,1.01,1.01,1.01,1209
8/13/2012,1.01,1.25,1.01,1.01,4500
8/9/2012,1.01,1.01,1.01,1.01,2000
8/8/2012,0.95,1.01,0.9,1.01,4500
8/7/2012,0.51,0.8,0.05,0.8,3896
8/3/2012,1.01,1.01,1.01,1.01,1000
8/2/2012,1,1,1,1,4000
8/1/2012,0.75,0.75,0.51,0.51,3768
7/30/2012,1.01,1.01,1.01,1.01,500
7/25/2012,1.2,1.2,1.2,1.2,700
7/20/2012,1.35,1.35,1.2,1.2,2900
7/17/2012,1.7,1.7,1.7,1.7,664
7/11/2012,1.69,1.69,1.69,1.69,500
7/9/2012,1.5,1.5,1.35,1.35,2409
6/21/2012,2,2,2,2,284
6/14/2012,2,2,2,2,1884
6/12/2012,2,2,2,2,3149
6/11/2012,2,2,2,2,435
6/5/2012,2,2,2,2,1000
5/16/2012,2,2,2,2,1300
5/15/2012,2,2,2,2,375
5/8/2012,1.85,1.85,1.85,1.85,329
4/24/2012,1.6,1.6,1.6,1.6,909
4/20/2012,1.75,1.75,1.75,1.75,1254
4/9/2012,1.75,3.05,1.75,3.05,1990
3/30/2012,1.8,1.8,1.8,1.8,555
3/27/2012,2,2,2,2,164
3/26/2012,1.75,1.75,1.75,1.75,455
3/16/2012,1.76,1.76,1.76,1.76,650
2/29/2012,3.25,3.25,3.25,3.25,200
2/22/2012,3.24,3.24,1.75,1.75,300
2/21/2012,3.24,3.24,3.24,3.24,1000
2/16/2012,2.4,2.4,2.4,2.4,228
2/15/2012,2.41,2.41,2.41,2.41,200
2/14/2012,2.3,2.3,2.3,2.3,200
2/13/2012,2.1,2.1,2.1,2.1,223
1/27/2012,2.5,3,2.5,3,1570
1/26/2012,2.25,2.3,2.25,2.3,1136
1/18/2012,2,2,2,2,300
1/6/2012,1.25,1.25,1.25,1.25,162
1/5/2012,2.5,2.5,2.5,2.5,1227
1/3/2012,2.75,2.75,2.75,2.75,398
12/30/2011,1.8,1.8,1.51,1.55,353
12/29/2011,2.5,2.5,1.5,1.5,2087
12/20/2011,3,3,3,3,500
11/29/2011,3.35,3.35,3.35,3.35,364
11/25/2011,4.87,4.87,4.87,4.87,1200
11/23/2011,1.75,1.75,1.75,1.75,400
11/21/2011,1.6,1.6,1.6,1.6,600
11/18/2011,1.6,1.7,1.6,1.65,1864
11/10/2011,1.64,1.64,1.6,1.6,500
11/9/2011,1.6,1.65,1.6,1.6,3868
11/8/2011,1.4,1.4,1.4,1.4,239
11/1/2011,1.2,1.45,1.05,1.05,6209
10/28/2011,1.5,1.5,1.5,1.5,100
10/27/2011,1.8,1.8,1.8,1.8,4549
10/26/2011,1.8,1.8,1.8,1.8,7200
10/25/2011,1.81,1.81,1.81,1.81,1000
10/24/2011,1.51,2,1.51,2,4163
10/21/2011,1.87,1.87,1.7,1.7,7141
10/6/2011,0.02,0.02,0.01,0.02,19259
10/5/2011,0.02,0.02,0.01,0.02,79900
10/4/2011,0.02,0.02,0.01,0.02,44000
10/3/2011,0.02,0.02,0.02,0.02,15000
9/29/2011,0.02,0.02,0.02,0.02,118437
9/28/2011,0.02,0.02,0.02,0.02,7000
9/22/2011,0.02,0.02,0.02,0.02,20000
9/21/2011,0.02,0.02,0.02,0.02,29850
9/20/2011,0.02,0.02,0.02,0.02,5000
9/19/2011,0.02,0.02,0.01,0.01,11000
9/15/2011,0.02,0.02,0.02,0.02,117741
9/14/2011,0.02,0.02,0.02,0.02,5000
9/13/2011,0.02,0.02,0.02,0.02,1500
9/8/2011,0.02,0.02,0.01,0.02,628600
9/2/2011,0.02,0.02,0.02,0.02,25750
9/1/2011,0.02,0.02,0.02,0.02,13150
8/31/2011,0.02,0.02,0.02,0.02,36000
8/30/2011,0.02,0.02,0.02,0.02,8000
8/29/2011,0.02,0.02,0.02,0.02,35300
8/26/2011,0.02,0.02,0.02,0.02,45020
8/23/2011,0.02,0.02,0.02,0.02,50159
8/22/2011,0.02,0.02,0.02,0.02,24000
8/19/2011,0.02,0.02,0.02,0.02,85500
8/18/2011,0.02,0.02,0.02,0.02,130000
8/17/2011,0.03,0.03,0.02,0.02,56259
8/16/2011,0.02,0.02,0.02,0.02,168988
8/15/2011,0.02,0.02,0.02,0.02,10000
8/12/2011,0.02,0.02,0.02,0.02,170000
8/9/2011,0.02,0.02,0.02,0.02,22564
8/8/2011,0.02,0.02,0.02,0.02,151100
8/5/2011,0.03,0.03,0.03,0.03,32700
8/4/2011,0.03,0.03,0.03,0.03,6000
8/3/2011,0.03,0.03,0.03,0.03,2200
8/2/2011,0.03,0.03,0.03,0.03,31325
8/1/2011,0.02,0.03,0.02,0.03,500558
7/29/2011,0.02,0.02,0.02,0.02,10395
7/28/2011,0.02,0.03,0.02,0.03,14850
7/27/2011,0.02,0.02,0.02,0.02,5000
7/26/2011,0.02,0.02,0.02,0.02,144000
7/25/2011,0.03,0.03,0.02,0.02,29104
7/22/2011,0.03,0.03,0.03,0.03,30400
7/21/2011,0.02,0.03,0.02,0.03,10500
7/20/2011,0.02,0.02,0.02,0.02,112663
7/19/2011,0.02,0.02,0.02,0.02,15000
7/18/2011,0.02,0.02,0.02,0.02,3800
7/15/2011,0.02,0.02,0.02,0.02,54300
7/14/2011,0.02,0.02,0.02,0.02,48400
7/13/2011,0.02,0.03,0.02,0.02,167400
7/12/2011,0.02,0.02,0.02,0.02,30000
7/11/2011,0.02,0.02,0.02,0.02,82000
7/8/2011,0.01,0.01,0.01,0.01,15000
7/7/2011,0.02,0.02,0.01,0.01,102685
7/6/2011,0.02,0.02,0.02,0.02,1285
7/5/2011,0.02,0.02,0.02,0.02,20491
7/1/2011,0.02,0.02,0.02,0.02,470365
6/30/2011,0.02,0.03,0.02,0.02,432020
6/29/2011,0.02,0.04,0.02,0.03,381412
6/28/2011,0.02,0.03,0.02,0.02,459142
6/27/2011,0.01,0.02,0.01,0.02,2457384
6/24/2011,0.01,0.01,0.01,0.01,65000
6/23/2011,0.01,0.01,0.01,0.01,5500
6/22/2011,0.01,0.01,0.01,0.01,59500
6/21/2011,0.01,0.01,0.01,0.01,5000
6/16/2011,0.01,0.01,0.01,0.01,10000
6/15/2011,0.01,0.01,0.01,0.01,34776
6/14/2011,0.01,0.01,0.01,0.01,84555
6/13/2011,0.01,0.01,0.01,0.01,10000
6/10/2011,0.01,0.01,0.01,0.01,116380
6/9/2011,0.01,0.01,0.01,0.01,130000
6/8/2011,0.02,0.02,0.01,0.01,812200
6/7/2011,0.01,0.09,0.01,0.02,4235722
6/6/2011,0.01,0.01,0.01,0.01,16487
6/3/2011,0.01,0.01,0.01,0.01,32500
6/1/2011,0.01,0.01,0.01,0.01,5000
5/27/2011,0.01,0.01,0.01,0.01,120000
5/16/2011,0,0,0,0,10000
5/12/2011,0,0.01,0,0.01,14700
5/10/2011,0.01,0.01,0.01,0.01,5000
5/5/2011,0.01,0.01,0.01,0.01,5000
5/4/2011,0,0,0,0,125000
5/3/2011,0,0,0,0,42645
5/2/2011,0,0,0,0,135000
4/29/2011,0,0.01,0,0,20000
4/27/2011,0.01,0.01,0.01,0.01,10000
4/26/2011,0.01,0.01,0.01,0.01,58800
4/25/2011,0.02,0.02,0.02,0.02,30000
4/21/2011,0.02,0.02,0.02,0.02,85310
4/20/2011,0.02,0.02,0.01,0.02,185359
4/19/2011,0.01,0.02,0.01,0.02,333000
4/7/2011,0,0,0,0,500000
3/22/2011,0,0,0,0,51000
3/9/2011,0,0,0,0,5000
2/18/2011,0.01,0.01,0.01,0.01,10000
2/17/2011,0.01,0.01,0.01,0.01,40000
2/9/2011,0,0,0,0,15000
2/7/2011,0.01,0.01,0.01,0.01,11000
2/1/2011,0,0,0,0,200000
1/18/2011,0.01,0.01,0.01,0.01,42000
1/13/2011,0.01,0.01,0.01,0.01,82000
1/10/2011,0.01,0.01,0.01,0.01,3000
1/7/2011,0.01,0.01,0.01,0.01,10000
1/4/2011,0.01,0.01,0.01,0.01,3375
1/3/2011,0,0,0,0,20000
12/30/2010,0.01,0.01,0.01,0.01,4500
12/28/2010,0,0.01,0,0.01,230800
12/27/2010,0.01,0.01,0.01,0.01,51000
12/23/2010,0.01,0.01,0,0.01,324570
12/22/2010,0.01,0.01,0.01,0.01,21500
12/21/2010,0.01,0.01,0.01,0.01,2370
12/20/2010,0.01,0.02,0.01,0.02,155000
12/17/2010,0.02,0.02,0.02,0.02,1750
12/15/2010,0.01,0.02,0.01,0.02,16450
12/9/2010,0.02,0.02,0.02,0.02,1750
12/2/2010,0.02,0.02,0.02,0.02,68000
12/1/2010,0.02,0.02,0.02,0.02,50000
11/30/2010,0.02,0.02,0.02,0.02,2656
11/23/2010,0.02,0.02,0.02,0.02,4400
11/22/2010,0.02,0.02,0.01,0.01,185000
11/18/2010,0.01,0.04,0.01,0.02,327616
11/17/2010,0.01,0.01,0.01,0.01,1000
11/15/2010,0.01,0.01,0,0,11000
11/12/2010,0.01,0.01,0.01,0.01,11050
11/11/2010,0.01,0.01,0.01,0.01,1520
11/10/2010,0.01,0.01,0.01,0.01,90000
10/22/2010,0.02,0.02,0.02,0.02,1130
10/21/2010,0.01,0.02,0.01,0.02,24592
10/20/2010,0.02,0.02,0.02,0.02,6050
10/19/2010,0.02,0.02,0.02,0.02,15000
10/18/2010,0.02,0.02,0.02,0.02,1000
10/15/2010,0.02,0.02,0.02,0.02,1000
10/14/2010,0.02,0.02,0.02,0.02,33666
10/13/2010,0.01,0.02,0.01,0.02,101000
10/12/2010,0.02,0.02,0.02,0.02,500
10/11/2010,0.02,0.02,0.02,0.02,500
10/8/2010,0.02,0.02,0.02,0.02,1040
10/7/2010,0.02,0.02,0.02,0.02,710
10/6/2010,0.02,0.02,0.02,0.02,500
10/5/2010,0.01,0.02,0.01,0.02,13500
10/4/2010,0.02,0.02,0.02,0.02,500
10/1/2010,0.02,0.02,0.02,0.02,500
9/30/2010,0.01,0.02,0.01,0.02,1300
9/29/2010,0.03,0.03,0.03,0.03,500
9/28/2010,0.02,0.02,0.02,0.02,500
9/27/2010,0.02,0.02,0.02,0.02,500
9/24/2010,0.02,0.02,0.02,0.02,2000
9/23/2010,0.02,0.02,0.02,0.02,500
9/22/2010,0.02,0.02,0.02,0.02,500
9/21/2010,0.02,0.02,0.02,0.02,1000
9/20/2010,0.02,0.02,0.02,0.02,500
9/17/2010,0.02,0.02,0.02,0.02,2500
9/16/2010,0.02,0.02,0.02,0.02,500
9/15/2010,0.02,0.02,0.01,0.02,5800
9/14/2010,0.02,0.02,0.02,0.02,500
9/13/2010,0.02,0.02,0.02,0.02,3900
9/10/2010,0.02,0.02,0.02,0.02,500
9/9/2010,0.02,0.02,0.02,0.02,68000
9/7/2010,0.02,0.02,0.02,0.02,5000
9/3/2010,0.03,0.03,0.03,0.03,1000
9/2/2010,0.03,0.03,0.03,0.03,620
9/1/2010,0.02,0.02,0.02,0.02,500
8/31/2010,0.03,0.03,0.03,0.03,1000
8/30/2010,0.03,0.03,0.03,0.03,1000
8/27/2010,0.03,0.03,0.03,0.03,1995
8/26/2010,0.03,0.03,0.03,0.03,3000
8/25/2010,0.03,0.03,0.03,0.03,1000
8/24/2010,0.02,0.03,0.02,0.03,32783
8/23/2010,0.03,0.03,0.03,0.03,1000
8/20/2010,0.02,0.02,0.02,0.02,3100
8/19/2010,0.02,0.02,0.02,0.02,5000
8/18/2010,0.02,0.02,0.02,0.02,1000
8/17/2010,0.02,0.03,0.02,0.03,12600
8/16/2010,0.02,0.02,0.02,0.02,1000
8/13/2010,0.03,0.03,0.03,0.03,1000
8/11/2010,0.03,0.03,0.03,0.03,1000
8/9/2010,0.02,0.04,0.02,0.04,6250
8/5/2010,0.02,0.04,0.02,0.04,22200
8/3/2010,0.02,0.02,0.02,0.02,4300
8/2/2010,0.02,0.02,0.02,0.02,12300
7/28/2010,0.01,0.02,0.01,0.02,10000
7/26/2010,0.02,0.02,0.02,0.02,5000
7/23/2010,0.02,0.02,0.02,0.02,5000
7/22/2010,0.02,0.02,0.02,0.02,5000
7/21/2010,0.03,0.03,0.02,0.02,44500
7/20/2010,0.03,0.03,0.03,0.03,15354
7/19/2010,0.02,0.03,0.02,0.03,32816
7/16/2010,0.02,0.02,0.02,0.02,6384
7/15/2010,0.02,0.02,0.02,0.02,3000
7/12/2010,0.02,0.02,0.02,0.02,1000
7/9/2010,0.02,0.03,0.02,0.02,13700
7/7/2010,0.02,0.02,0.02,0.02,4000
7/1/2010,0.03,0.03,0.02,0.03,4864
6/30/2010,0.03,0.03,0.03,0.03,5000
6/29/2010,0.02,0.02,0.02,0.02,6000
6/28/2010,0.03,0.03,0.03,0.03,900
6/25/2010,0.01,0.03,0.01,0.03,6000
6/22/2010,0.03,0.03,0.03,0.03,300
6/21/2010,0.03,0.03,0.03,0.03,5000
6/18/2010,0.02,0.03,0.02,0.03,22300
6/17/2010,0.02,0.03,0.02,0.03,5858
6/16/2010,0.02,0.02,0.02,0.02,25000
6/10/2010,0.02,0.03,0.02,0.03,73550
6/9/2010,0.02,0.02,0.01,0.02,234070
6/8/2010,0.04,0.04,0.02,0.02,199100
6/2/2010,0.04,0.04,0.03,0.04,19200
6/1/2010,0.02,0.02,0.02,0.02,1000
5/27/2010,0.04,0.04,0.04,0.04,3000
5/24/2010,0.04,0.04,0.03,0.04,11500
5/21/2010,0.03,0.03,0.03,0.03,5000
5/18/2010,0.04,0.04,0.04,0.04,9900
5/17/2010,0.03,0.04,0.03,0.04,98950
5/13/2010,0.03,0.04,0.03,0.04,16083
5/12/2010,0.04,0.04,0.04,0.04,10000
5/11/2010,0.03,0.04,0.03,0.03,12200
5/10/2010,0.05,0.05,0.05,0.05,200
5/7/2010,0.04,0.04,0.02,0.02,3121
5/6/2010,0.04,0.04,0.04,0.04,5100
5/5/2010,0.04,0.04,0.04,0.04,20300
5/3/2010,0.03,0.04,0.03,0.04,84550
4/30/2010,0.05,0.05,0.03,0.05,7863
4/28/2010,0.04,0.04,0.04,0.04,4000
4/27/2010,0.04,0.04,0.04,0.04,5000
4/26/2010,0.04,0.04,0.04,0.04,5000
4/23/2010,0.03,0.06,0.03,0.04,58998
4/22/2010,0.03,0.04,0.03,0.04,45000
4/21/2010,0.04,0.05,0.03,0.04,33500
4/20/2010,0.04,0.04,0.04,0.04,5000
4/19/2010,0.04,0.04,0.04,0.04,18000
4/16/2010,0.06,0.06,0.03,0.04,40098
4/15/2010,0.07,0.07,0.05,0.07,13750
4/14/2010,0.05,0.07,0.05,0.07,12800
4/13/2010,0.04,0.04,0.04,0.04,5000
4/12/2010,0.05,0.05,0.05,0.05,9675
4/9/2010,0.05,0.05,0.05,0.05,10463
4/7/2010,0.05,0.05,0.05,0.05,5000
4/6/2010,0.04,0.05,0.04,0.05,25030
4/5/2010,0.06,0.06,0.04,0.05,38900
4/1/2010,0.07,0.08,0.03,0.04,52212
3/31/2010,0.05,0.09,0.03,0.09,130270
3/30/2010,0.1,0.1,0.05,0.06,42096
3/29/2010,0.06,0.06,0.05,0.06,59600
3/26/2010,0.05,0.05,0.04,0.04,31711
3/25/2010,0.06,0.06,0.04,0.06,27000
3/24/2010,0.08,0.08,0.06,0.06,165694
3/23/2010,0.03,0.12,0.03,0.09,419815
3/18/2010,0.02,0.03,0.02,0.03,21475
3/17/2010,0.02,0.02,0.02,0.02,20000
3/16/2010,0.02,0.02,0.01,0.02,178475
3/10/2010,0.04,0.04,0.04,0.04,5100
3/5/2010,0.03,0.04,0.03,0.04,28000
3/3/2010,0.04,0.04,0.04,0.04,4500
3/2/2010,0.03,0.03,0.03,0.03,5000
3/1/2010,0.04,0.04,0.04,0.04,10000
2/16/2010,0.02,0.04,0.02,0.04,35250
2/11/2010,0.02,0.05,0.02,0.05,10250
2/9/2010,0.03,0.05,0.03,0.05,25500
2/8/2010,0.04,0.04,0.03,0.03,27600
2/5/2010,0.04,0.04,0.04,0.04,31100
2/4/2010,0.03,0.03,0.03,0.03,10055
2/1/2010,0.04,0.04,0.04,0.04,16250
1/29/2010,0.04,0.04,0.04,0.04,24630
1/28/2010,0.04,0.04,0.04,0.04,35000
1/27/2010,0.04,0.04,0.04,0.04,133880
1/25/2010,0.04,0.04,0.04,0.04,10000
1/22/2010,0.04,0.04,0.04,0.04,125000
1/21/2010,0.05,0.05,0.05,0.05,67846
1/20/2010,0.04,0.05,0.04,0.05,114430
1/19/2010,0.04,0.04,0.04,0.04,10000
1/15/2010,0.04,0.04,0.04,0.04,10000
1/6/2010,0.08,0.08,0.08,0.08,52900
1/5/2010,0.09,0.09,0.09,0.09,4275
1/4/2010,0.1,0.1,0.09,0.09,20000
12/31/2009,0.08,0.08,0.08,0.08,43000
12/30/2009,0.07,0.07,0.07,0.07,10000
12/29/2009,0.06,0.06,0.06,0.06,5000
12/28/2009,0.06,0.06,0.06,0.06,10550
12/24/2009,0.06,0.06,0.06,0.06,825
12/22/2009,0.05,0.05,0.05,0.05,50000
12/21/2009,0.05,0.05,0.05,0.05,5000
12/18/2009,0.05,0.05,0.05,0.05,37500
12/17/2009,0.05,0.05,0.05,0.05,10000
12/16/2009,0.05,0.06,0.05,0.05,24900
12/15/2009,0.06,0.06,0.05,0.05,17133
12/8/2009,0.08,0.08,0.08,0.08,2500
12/4/2009,0.07,0.1,0.07,0.1,6000
12/2/2009,0.07,0.09,0.05,0.09,27600
11/30/2009,0.09,0.09,0.09,0.09,4000
11/25/2009,0.09,0.09,0.09,0.09,1500
11/24/2009,0.08,0.08,0.08,0.08,7000
11/23/2009,0.09,0.09,0.09,0.09,2500
11/19/2009,0.07,0.1,0.07,0.1,1700
11/17/2009,0.09,0.1,0.05,0.09,27000
11/13/2009,0.09,0.09,0.09,0.09,5000
11/11/2009,0.09,0.09,0.09,0.09,1500
11/10/2009,0.09,0.1,0.05,0.1,4600
11/9/2009,0.1,0.1,0.1,0.1,746
11/4/2009,0.1,0.1,0.1,0.1,2000
11/3/2009,0.11,0.11,0.09,0.11,6500
11/2/2009,0.09,0.09,0.09,0.09,2000
10/30/2009,0.09,0.09,0.09,0.09,6500
10/29/2009,0.09,0.09,0.09,0.09,1500
10/27/2009,0.07,0.09,0.07,0.09,10000
10/23/2009,0.08,0.08,0.08,0.08,6000
10/22/2009,0.08,0.08,0.08,0.08,1000
10/21/2009,0.08,0.08,0.08,0.08,35000
10/20/2009,0.1,0.1,0.09,0.09,15000
10/19/2009,0.11,0.11,0.11,0.11,1000
10/16/2009,0.11,0.11,0.11,0.11,3000
10/15/2009,0.09,0.12,0.09,0.12,6500
10/14/2009,0.08,0.08,0.08,0.08,15000
10/13/2009,0.08,0.08,0.08,0.08,19000
10/9/2009,0.1,0.1,0.09,0.09,10000
10/8/2009,0.1,0.11,0.08,0.11,136300
10/7/2009,0.1,0.11,0.1,0.11,20500
10/6/2009,0.1,0.1,0.1,0.1,3000
10/5/2009,0.11,0.11,0.1,0.11,22000
10/2/2009,0.07,0.12,0.07,0.11,178500
9/30/2009,0.07,0.07,0.07,0.07,3000
9/29/2009,0.09,0.09,0.07,0.07,10450
9/22/2009,0.09,0.09,0.09,0.09,45500
9/21/2009,0.09,0.11,0.09,0.09,56839
9/18/2009,0.09,0.09,0.09,0.09,5000
9/17/2009,0.11,0.11,0.09,0.09,32500
9/16/2009,0.1,0.11,0.09,0.11,73225
9/15/2009,0.14,0.14,0.11,0.11,23500
9/14/2009,0.14,0.14,0.14,0.14,310
9/11/2009,0.13,0.14,0.13,0.14,11000
9/10/2009,0.14,0.14,0.13,0.13,18310
9/9/2009,0.13,0.16,0.12,0.15,119000
9/8/2009,0.1,0.14,0.1,0.12,59950
9/4/2009,0.1,0.11,0.1,0.1,30200
9/3/2009,0.09,0.11,0.09,0.11,77900
9/2/2009,0.1,0.1,0.08,0.1,15700
9/1/2009,0.09,0.1,0.09,0.1,13000
